id,title,isbn,language_code,num_pages,pub_year,total_copies,in_stock
1099,Fast Food Nation: What The All-American Meal is Doing to the World,9780141006871,eng,384,4/4/2002,2,2
1103,Snow Flower and the Secret Fan,9780812968064,eng,269,2/21/2006,11,11
1110,The Broker,9780385340540,eng,422,9/26/2006,8,5
1111,The Power Broker: Robert Moses and the Fall of New York,9780394720241,eng,1344,7/12/1975,17,7
1117,The Power Broker: A Novel (Christian Gillette  #3),9780345480606,eng,320,7/25/2006,13,6
1120,Body For Life: 12 Weeks to Mental and Physical Strength,9780060193393,en-US,201,6/10/1999,1,1
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,9781579546014,en-US,288,4/1/2005,2,0
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,9780972018418,eng,405,11/26/2003,17,2
1130,The Warren Buffett Way,9780471743675,en-US,245,10/1/2005,11,8
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,9780471430452,eng,432,4/18/2003,14,4
1164,Monkey Business: True Story of the Scopes Trial,9780805431575,eng,368,5/15/2005,7,1
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),9780679838869,en-US,68,2/16/1993,5,0
1169,Monkey Business,9780373250714,eng,392,9/24/2004,7,5
1171,Liar's Poker,9780140143454,eng,256,10/1/1990,15,10
1177,Liar's Poker: A Harry Garnish Mystery,9780802732293,eng,214,6/1/1993,13,11
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,694055000612,eng,64,3/1/2001,6,1
1191,Giada's Family Dinners,9780307238276,eng,256,4/4/2006,20,11
1192,Everyday Italian: 125 Simple and Delicious Recipes,9781400052585,eng,256,2/22/2005,1,1
1193,Everyday Pasta,9780307346582,eng,240,4/3/2007,9,7
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,9781400052387,eng,256,9/26/2006,12,3
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,9780609609972,eng,304,3/25/2003,20,15
1198,Eat This Book: Cooking with Global Fresh Flavors,9781400052370,eng,287,10/1/2004,13,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,9780061234002,eng,320,10/17/2006,5,0
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,9788466625128,spa,250,8/1/2006,3,1
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,9780061245138,en-US,496,12/8/2006,16,11
1218,The Last Assassin (John Rain  #5),9780399153594,eng,338,6/1/2006,9,6
1226,Life of Pi,9780156030205,en-US,401,5/3/2004,9,8
1230,L'Histoire de Pi,9780828808392,fre,448,11/24/2005,16,15
1234,Shadows and Wind: A View of Modern Vietnam,9780140285970,eng,400,9/1/1999,19,18
1241,A Million Little Pieces,9780307276902,eng,515,9/22/2005,6,0
1242,A Million Little Pieces of Feces,9781411677319,en-US,256,2/10/2006,12,6
1243,A Million Little Lies,9780061171468,en-US,191,3/28/2006,6,0
1246,The Leadership Challenge,9780787968335,en-US,458,8/7/2003,8,3
1252,Lincoln on Leadership: Executive Strategies for Tough Times,9780446394598,eng,193,2/1/1993,11,1
1255,Leadership in Organizations,9780131494848,en-GB,542,7/7/2005,20,18
1265,Leadership,9780316861014,eng,397,10/1/2002,7,4
1274,Men Are from Mars  Women Are from Venus,9780060574215,eng,368,4/3/2012,16,2
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,9780060192778,en-US,368,10/21/1998,18,7
1281,Men Are from Mars  Women Are from Venus,9780061232053,eng,2,4/3/2007,9,6
1290,How to Succeed with Women,9780735200302,en-US,320,10/29/1998,13,9
1295,The Clan of the Cave Bear (Earth's Children  #1),9780553381672,eng,512,6/25/2002,16,12
1296,The Clan of the Cave Bear (Earth's Children  #1),9780517542026,eng,468,5/4/1980,2,0
1301,Moneyball: The Art of Winning an Unfair Game,9780393324815,eng,317,3/17/2004,2,1
1302,Juiced Official Strategy Guide,9780744005615,eng,112,6/1/2005,7,3
1303,The 48 Laws of Power,9780140280197,eng,452,9/1/2000,5,4
1305,Gates of Fire,9780553383683,eng,392,9/27/2005,19,7
1307,Fire Sea (The Death Gate Cycle  #3),9780553295412,eng,414,3/1/1992,3,1
1312,The Gate of Fire (Oath Of Empire Book Two),9780812590104,en-US,721,6/18/2001,15,5
1315,The Afghan Campaign,9780385516419,eng,354,7/1/2006,2,0
1317,Tides of War,9780553381399,eng,448,8/28/2001,12,10
1318,Last of the Amazons,9780553382044,eng,400,7/1/2003,19,13
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,9780446691437,eng,168,4/1/2003,15,15
1320,Gita on the Green,9780826413017,en-US,176,5/30/2002,6,0
1322,Blood Stripes: The Grunt's View of the War in Iraq,9780811701648,eng,340,4/24/2006,6,2
1326,Phaedrus and Letters VII and VIII,9780140442755,en-US,160,1/30/1973,19,18
1327,Phaedrus,9780192802774,eng,128,1/16/2003,14,1
1328,Phaedrus,9780140449747,eng,176,8/25/2005,10,1
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,9780879756321,eng,157,12/1/1991,14,10
1337,Enthusiasm and Divine Madness,9781890318239,eng,125,2/11/2019,15,4
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,9780872207882,eng,272,6/15/2006,2,2
1342,Gorgias/Phaedrus (Agora),9780801435300,eng,233,9/1/1998,19,13
1351,Statesman,9780872204621,eng,128,3/15/1999,2,2
1354,Gorgias,9780140449044,en-GB,208,1/29/2004,16,16
1362,The Histories,9780140449082,eng,716,1/30/2003,3,1
1363,The Histories,9780140446388,eng,622,9/1/1954,14,11
1364,The History (Great Minds),9780879757779,en-US,613,11/1/1992,17,17
1365,The Histories,9780192824257,eng,772,11/19/1998,13,11
1366,The Histories,9780140440348,en-US,653,8/30/1970,18,6
1367,The Histories,9780393959468,en-US,464,1/17/1992,7,4
1368,The Histories,9780375400612,en-US,816,3/25/1997,10,6
1369,The History,9780226327709,en-US,710,3/14/1987,4,4
1371,The Iliad,9780140275360,eng,683,4/29/1999,16,12
1373,Iliad,9780872203525,en-US,574,3/12/1997,5,1
1374,The Iliad,9780374529055,en-US,588,4/3/2004,5,5
1375,The Iliad/The Odyssey,9780147712554,eng,1556,11/1/1999,12,3
1376,The Iliad,9780140447941,eng,462,1/30/2003,4,0
1377,The Iliad,9780451527370,en-US,312,8/1/1999,17,14
1378,The Essential Iliad,9780872205420,en-US,216,9/15/2000,15,5
1381,The Odyssey,9780143039952,eng,541,11/30/2006,14,13
1382,The Odyssey,9780374525743,eng,515,11/5/1998,10,7
1383,The Odyssey,9780060931957,eng,374,6/1/1999,3,3
1384,The Odyssey,9780140449112,eng,324,1/30/2003,9,9
1387,The Odyssey,9780451527363,eng,304,8/1/1999,3,2
1391,Aeneid: Selections from Books 1  2  4  6  10  12,9780865165847,eng,161,1/1/2001,6,4
1402,Eclogues. Georgics. Aeneid: Books 1-6,9780674995833,mul,607,10/1/1999,17,2
1403,City Eclogue,9781891190230,eng,136,1/30/2006,15,3
1405,The Eclogues and The Georgics,9780192837684,eng,180,9/2/1999,12,12
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,9781558321250,eng,272,12/3/1997,18,6
1417,The Complete Pelican Shakespeare,9780141000589,eng,1808,11/7/2002,11,3
1419,The Complete Works,9780517092941,eng,1248,10/13/1991,20,18
1420,Hamlet,9780521618748,eng,289,8/1/2005,1,0
1423,The Compleat Works of Wllm Shkspr (abridged),9781557831576,eng,137,2/1/1994,15,15
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,9780062512796,en-US,272,5/1/1995,8,2
1425,The Valkyries,9780062513342,en-US,212,9/28/1996,13,9
1426,Warrior of the Light,9780060527983,en-US,142,3/30/2004,15,4
1427,The Zahir,9780060832810,eng,336,7/3/2006,7,5
1428,By the River Piedra I Sat Down and Wept,9780061122095,eng,208,5/23/2006,1,0
1429,The Fifth Mountain,9780060930134,en-US,256,4/26/2000,1,1
1431,Veronika Decides to Die,9780061124266,eng,210,6/1/2006,20,0
1433,Hamlet,9780140714548,eng,148,12/1/2001,3,2
1437,Cliffs Notes on Shakespeare's Hamlet,9780764586033,en-US,129,5/30/2000,15,9
1438,Shakespeare's Hamlet,9780764585685,eng,240,5/29/2000,4,3
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,9780879232153,eng,450,3/24/2015,2,2
1440,History of the Peloponnesian War: Bk. 1-2,9780674991200,mul,496,1/1/1919,6,4
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,9780872201682,eng,172,10/1/1993,13,11
1444,History of the Peloponnesian War: Bk. 5-6,9780674991224,mul,400,1/1/1921,15,0
1445,The Peloponnesian War,9780872203945,eng,530,6/1/1998,15,8
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,9780393971675,eng,554,7/17/1998,20,1
1459,History of the Peloponnesian War  Bk. 7-8,9780674991873,eng,480,1/1/1923,17,5
1461,Thucydides  Book 6 Commentary,9780929524351,eng,34,1/30/1989,7,0
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,9780226307800,eng,221,2/15/1955,11,3
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,9780226307848,eng,228,1/15/1969,13,0
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,9780226307831,eng,307,11/15/1968,10,1
1466,Grief Lessons: Four Plays by Euripides,9781590171806,eng,312,8/1/2006,11,8
1467,Ten Plays,9780553213638,en-US,432,8/1/1990,12,7
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),9780226307824,eng,255,1/15/1992,6,2
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,9780226307817,eng,264,4/15/2002,12,7
1473,Medea and Other Plays,9780140449297,eng,206,3/27/2003,6,6
1474,Cyclops / Alcestis / Medea,9780674995604,mul,432,1/1/1994,6,2
1475,Medea,9780521643863,grc,431,9/16/2002,17,9
1476,The Bacchae and Other Plays,9780140447262,eng,360,1/26/2006,20,5
1479,Bakkhai,9780195125986,eng,160,2/22/2001,7,2
1480,Plays 1: Medea/The Phoenician Women/Bacchae,9780413752802,eng,192,11/9/2000,2,2
1486,The Trojan Women and Hippolytus,9780486424620,eng,64,7/17/2002,12,7
1488,The Bacchae of Euripides: A Communion Rite,9780393325836,eng,128,7/17/2004,17,13
1489,Orestes and Other Plays,9780192832603,eng,282,12/20/2001,6,5
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,9780674995338,mul,528,2/15/1995,9,9
1494,Alcestis,9780195061666,eng,142,2/1/1990,14,6
1495,Suppliant Women / Electra / Heracles,9780674995666,mul,464,9/1/1998,18,5
1499,Medea,9780195145663,eng,116,8/10/2006,16,15
1504,Euripides: Medea,9780715631874,eng,160,10/31/2002,3,2
1506,CliffsNotes on Euripides' Medea and Electra,9780822004240,eng,69,9/13/1965,20,10
1509,Trojan Women / Iphigenia Among the Taurians / Ion,9780674995741,mul,528,12/1/1999,11,11
1510,Helen / Phoenician Women / Orestes,9780674996007,mul,605,6/15/2002,12,5
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),9780715629949,eng,144,3/9/2006,1,1
1515,The Complete Greek Tragedies  Volume 3: Euripides,9780226307664,eng,672,8/1/1992,8,0
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),9780226307787,en-US,171,5/15/1969,13,0
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),9780226307947,eng,188,2/1/1992,13,10
1518,The Oresteia,9780195135923,eng,304,10/7/2004,16,13
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,9780140443332,eng,335,2/7/1984,18,4
1521,Oresteia,9780872203907,eng,224,9/15/1998,20,8
1523,Prometheus Bound and Other Plays,9780140441123,eng,160,8/30/1961,4,3
1525,The Oresteia,9780374527051,en-US,208,9/4/2004,20,0
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,9780812216271,eng,178,11/1/1997,13,9
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,9780226307640,eng,358,8/1/1992,11,6
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),9780521539814,eng,95,1/22/2004,13,9
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),9781400041923,eng,127,1/20/2004,18,0
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,9780812216714,en-GB,232,1/1/1998,19,0
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,9780486292427,eng,151,9/24/1996,16,9
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,9781419150012,eng,208,6/17/2004,4,1
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),9780226307862,eng,254,5/15/1969,13,3
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,9780452011670,eng,288,5/1/1996,14,7
1538,The Complete Plays,9780451527844,eng,420,3/1/2001,1,1
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,9780156027649,eng,259,11/1/2002,10,4
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,9780140444254,eng,430,1/3/2000,4,1
1546,Theban Plays,9780872205857,en-US,304,3/15/2003,7,2
1547,The Theban Plays (Everyman's Library  #93),9780679431329,en-US,223,10/18/1994,18,14
1548,Electra and Other Plays,9780140440287,eng,218,4/30/1953,3,3
1549,Antigone; Oedipus the Kingn; Electra,9780192835888,eng,178,9/17/1998,1,1
1554,Oedipus Rex  (The Theban Plays  #1),9781580495936,eng,75,6/22/2006,5,1
1555,The Oedipus Plays of Sophocles,9780451621603,eng,390,9/1/1958,9,0
1558,Oedipus Rex (Greek and Latin Classics),9780521617352,grc,214,8/1/2006,7,1
1559,Oedipus the King,9781416500339,eng,144,7/1/2005,3,3
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,9780452007178,eng,624,11/1/1984,17,2
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,9780415907446,eng,256,8/27/1996,11,5
1562,The Complete Plays,9780553213430,eng,577,3/1/1984,4,3
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,9780812234565,eng,336,1/29/1998,9,7
1566,Clouds/Wasps/Birds (Aristophanes 1),9780872203617,eng,480,9/15/1998,2,1
1567,Lysistrata and Other Plays,9780140448146,en-US,241,1/30/2003,5,4
1568,Acharnians,9781585100873,eng,96,5/1/2003,4,1
1571,Clouds,9780199120093,eng,254,12/15/1969,20,12
1572,Clouds/Wasps/Peace,9780674995376,grc,624,12/15/1998,16,14
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,9780140441529,eng,224,2/28/1964,6,1
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,9780156027656,eng,400,1/6/2003,20,8
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),9780674995963,grc,608,5/1/2002,11,9
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,49086007763,eng,80,12/29/1983,16,11
1585,Aristophanes and Athens: An Introduction to the Plays,9780198721598,eng,376,10/1/1995,17,17
1586,Lysistrata,9780451616227,eng,98,2/1/1970,7,5
1590,Peace,9780198140818,eng,408,2/25/1999,9,9
1591,Lysistrata,9780872206038,eng,132,3/1/2003,15,11
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,9780140443325,en-US,335,7/27/1978,4,3
1595,Genres in Dialogue: Plato and the Construct of Philosophy,9780521774338,en-GB,238,4/13/2000,15,4
1618,The Curious Incident of the Dog in the Night-Time,9781400032716,eng,226,5/18/2004,20,16
1620,The Night Gardener,9780316156509,eng,372,8/8/2006,19,19
1625,Twelfth Night,9780743482776,eng,272,7/1/2004,15,6
1627,Brokeback Mountain,9780743271325,eng,55,12/2/2005,7,0
1633,Getting Things Done: The Art of Stress-Free Productivity,9780142000281,en-GB,267,12/31/2002,9,0
1634,Getting Things Done When You Are Not in Charge,9781576751725,eng,176,8/27/2001,17,14
1642,Formas breves,9788433924636,spa,144,6/1/2001,11,10
1643,El último lector,9788433968777,spa,209,7/15/2009,11,9
1645,Money to Burn,9781862076655,eng,209,8/1/2004,13,11
1646,Respiración artificial,9788433924711,spa,218,3/1/2008,13,11
1654,Plata quemada,9788433924629,spa,227,7/1/2005,16,13
1658,American Government: Continuity and Change  Alternate Edition,9780321317100,eng,664,3/11/2005,2,1
1664,Essentials of American and Texas Government: Continuity and Change,9780321365200,eng,854,7/29/2005,5,0
1667,El túnel,9788432216428,spa,159,7/1/2003,7,7
1681,The Confessions (Works of Saint Augustine 1),9781565480841,eng,416,12/1/2002,6,4
1684,The City of God,9780679783190,eng,905,9/12/2000,5,0
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),9781565481244,eng,144,10/1/1999,17,3
1686,Augustine of Hippo: A Biography,9780520227576,en-US,576,11/24/2000,6,4
1693,On Christian Doctrine,9780024021502,eng,191,1/11/1958,6,6
1698,Confessions  Books 1-13,9780872201866,eng,296,1/1/1993,3,3
1702,Saint Augustine,9780143035985,eng,176,8/30/2005,3,2
1703,Augustine: A Very Short Introduction,9780192854520,eng,144,6/7/2001,7,6
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),9781565482012,eng,540,5/1/2004,7,3
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,9780060934910,eng,302,5/1/2001,9,6
1710,Confesiones de un chef,9788466308953,spa,478,2/1/2003,4,2
1713,The Metamorphoses of Ovid,9780156001267,eng,559,4/15/1995,6,6
1715,Metamorphoses,9780140447897,eng,723,8/3/2004,20,20
1718,Metamorphoses,9780393058109,eng,624,11/17/2003,3,2
1720,Ovid's Metamorphoses: Books 1-5,9780806128948,eng,584,1/15/1998,10,2
1721,Ovid’s Metamorphoses: Books 6-10,9780806114569,eng,560,1/15/1978,5,5
1722,Latin Via Ovid: A First Course,9780814317327,en-US,524,9/1/1982,3,0
1725,The Art of Love and Other Poems,9780674992559,eng,400,1/1/1929,4,1
1728,The Poems of Exile: Tristia and the Black Sea Letters,9780520242609,eng,451,1/18/2005,9,4
1729,Metamorphoses: Volume 2  Books IX-XV,9780674990470,eng,499,1/1/1985,6,0
1730,Metamorphoses: Volume I  Books I-VIII,9780674990463,eng,496,1/1/1977,8,6
1731,Practice! Practice!: A Latin Via Ovid Workbook,9780814326114,eng,152,7/1/1995,2,1
1744,Tibullus: A Commentary,9780806115603,eng,222,11/15/1979,15,4
1750,Dionysiac Poetics and Euripides' Bacchae,9780691015972,eng,440,11/16/1997,8,7
1752,Antigone,9780195143102,eng,197,9/1/2007,2,2
1761,Antigone,9780195143737,eng,208,6/5/2003,20,1
1771,Object-Oriented Programming in C++,9780130158857,eng,640,8/13/1999,1,1
1796,The Iliad,9781857150605,eng,594,3/19/1992,6,5
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,9780226301198,eng,345,11/1/2005,4,3
1801,Reading Greek Tragedy,9780521315791,eng,302,8/5/1986,16,9
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,9780521011761,eng,334,4/4/2002,19,8
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),9780521479349,eng,212,1/26/1995,20,16
1814,2012: The Return of Quetzalcoatl,9781585424832,en-US,408,5/4/2006,4,4
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,9780767907439,en-US,336,8/12/2003,3,1
1823,Them: Adventures with Extremists,9780743233217,eng,336,1/7/2003,18,3
1824,The Men Who Stare at Goats,9780743270601,eng,259,4/10/2006,16,16
1839,Guns  Germs and Steel: The Fates of Human Societies,9780393061314,eng,518,7/11/2005,9,9
1843,Caught Inside: A Surfer's Year on the California Coast,9780865475090,eng,256,4/10/1997,6,6
1845,Into the Wild,9780385486804,eng,207,1/20/1997,18,15
1846,Wild at Heart: Discovering the Secret of a Man's Soul,9780785268833,eng,256,4/1/2001,4,1
1848,Wild Swans: Three Daughters of China,9780743246989,eng,562,8/12/2003,7,5
1849,Wild Fire (John Corey  #4),9780446579674,eng,519,11/6/2006,2,1
1850,Born to Be Wild,9780515142396,eng,354,7/25/2006,6,4
1852,The Call of the Wild,9780439227148,eng,172,1/1/2001,4,0
1853,Wild About Books,9780375825385,eng,40,8/10/2004,11,1
